Run,query,containment,ScientificName
SRR17635649,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR17635649,FV_PB189-T1-4_genome,0.6690391459074733,human vaginal metagenome
SRR17635654,FV_DSM_15829_genome,0.6021505376344086,human vaginal metagenome
SRR17635654,FV_PB189-T1-4_genome,0.7224199288256228,human vaginal metagenome
SRR17635656,FV_DSM_15829_genome,0.6774193548387096,human vaginal metagenome
SRR17635658,FV_DSM_15829_genome,0.8279569892473119,human vaginal metagenome
SRR17635658,FV_PB189-T1-4_genome,0.7402135231316725,human vaginal metagenome
SRR17635659,FV_DSM_15829_genome,0.8118279569892473,human vaginal metagenome
SRR17635659,FV_PB189-T1-4_genome,0.7437722419928826,human vaginal metagenome
SRR17635660,FV_DSM_15829_genome,0.7204301075268817,human vaginal metagenome
SRR17635660,FV_PB189-T1-4_genome,0.7402135231316725,human vaginal metagenome
SRR17635661,FV_DSM_15829_genome,0.553763440860215,human vaginal metagenome
SRR17635663,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR17635665,FV_DSM_15829_genome,0.6451612903225806,human vaginal metagenome
SRR17635666,FV_PB189-T1-4_genome,0.6014234875444839,human vaginal metagenome
SRR17635674,FV_PB189-T1-4_genome,0.6298932384341637,human vaginal metagenome
SRR17635676,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR17635677,FV_DSM_15829_genome,0.6505376344086021,human vaginal metagenome
SRR17635678,FV_PB189-T1-4_genome,0.6441281138790036,human vaginal metagenome
SRR17635679,FV_DSM_15829_genome,0.7096774193548387,human vaginal metagenome
SRR17635679,FV_PB189-T1-4_genome,0.7686832740213523,human vaginal metagenome
SRR17635680,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR17635680,FV_PB189-T1-4_genome,0.7793594306049823,human vaginal metagenome
SRR17635681,FV_DSM_15829_genome,0.6505376344086021,human vaginal metagenome
SRR17635681,FV_PB189-T1-4_genome,0.6370106761565836,human vaginal metagenome
SRR17635682,FV_DSM_15829_genome,0.7204301075268817,human vaginal metagenome
SRR17635682,FV_PB189-T1-4_genome,0.7758007117437722,human vaginal metagenome
SRR17635683,FV_DSM_15829_genome,0.8010752688172043,human vaginal metagenome
SRR17635683,FV_PB189-T1-4_genome,0.7864768683274022,human vaginal metagenome
SRR17635685,FV_DSM_15829_genome,0.8279569892473119,human vaginal metagenome
SRR17635686,FV_DSM_15829_genome,0.6021505376344086,human vaginal metagenome
SRR17635687,FV_DSM_15829_genome,0.8387096774193549,human vaginal metagenome
SRR17635688,FV_DSM_15829_genome,0.5161290322580645,human vaginal metagenome
SRR17635689,FV_DSM_15829_genome,0.8655913978494624,human vaginal metagenome
SRR17635690,FV_DSM_15829_genome,0.5376344086021505,human vaginal metagenome
SRR17635690,FV_PB189-T1-4_genome,0.6156583629893239,human vaginal metagenome
SRR17635691,FV_DSM_15829_genome,0.6182795698924731,human vaginal metagenome
SRR17635691,FV_PB189-T1-4_genome,0.6192170818505338,human vaginal metagenome
SRR17635692,FV_DSM_15829_genome,0.510752688172043,human vaginal metagenome
SRR17635694,FV_DSM_15829_genome,0.5591397849462365,human vaginal metagenome
SRR17635694,FV_PB189-T1-4_genome,0.6120996441281139,human vaginal metagenome
SRR17635696,FV_DSM_15829_genome,0.7311827956989247,human vaginal metagenome
SRR17635697,FV_DSM_15829_genome,0.7956989247311828,human vaginal metagenome
SRR17635697,FV_PB189-T1-4_genome,0.7900355871886121,human vaginal metagenome
SRR17635698,FV_DSM_15829_genome,0.8225806451612904,human vaginal metagenome
SRR17635698,FV_PB189-T1-4_genome,0.7686832740213523,human vaginal metagenome
SRR17635710,FV_DSM_15829_genome,0.6021505376344086,human vaginal metagenome
SRR17635712,FV_DSM_15829_genome,0.6559139784946236,human vaginal metagenome
SRR17635716,FV_DSM_15829_genome,0.532258064516129,human vaginal metagenome
SRR17635716,FV_PB189-T1-4_genome,0.7046263345195729,human vaginal metagenome
SRR17635717,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR17635717,FV_PB189-T1-4_genome,0.608540925266904,human vaginal metagenome
SRR17635719,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR17635719,FV_PB189-T1-4_genome,0.800711743772242,human vaginal metagenome
SRR17635734,FV_DSM_15829_genome,0.6290322580645161,human vaginal metagenome
SRR17635737,FV_DSM_15829_genome,0.8817204301075269,human vaginal metagenome
SRR17635738,FV_DSM_15829_genome,0.8870967741935484,human vaginal metagenome
SRR17635739,FV_DSM_15829_genome,0.8064516129032258,human vaginal metagenome
SRR17635740,FV_DSM_15829_genome,0.8763440860215054,human vaginal metagenome
SRR17635741,FV_DSM_15829_genome,0.8817204301075269,human vaginal metagenome
SRR17635742,FV_DSM_15829_genome,0.6236559139784946,human vaginal metagenome
SRR17635743,FV_DSM_15829_genome,0.6612903225806451,human vaginal metagenome
SRR17635744,FV_DSM_15829_genome,0.5913978494623656,human vaginal metagenome
SRR17635746,FV_DSM_15829_genome,0.6397849462365591,human vaginal metagenome
SRR17635763,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR17635763,FV_PB189-T1-4_genome,0.6370106761565836,human vaginal metagenome
SRR17635764,FV_PB189-T1-4_genome,0.8362989323843416,human vaginal metagenome
SRR17635767,FV_DSM_15829_genome,0.6666666666666666,human vaginal metagenome
SRR17635774,FV_DSM_15829_genome,0.7419354838709677,human vaginal metagenome
SRR17635775,FV_DSM_15829_genome,0.6881720430107527,human vaginal metagenome
SRR17635782,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR17635783,FV_DSM_15829_genome,0.7311827956989247,human vaginal metagenome
SRR17635784,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR17635786,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR17635797,FV_PB189-T1-4_genome,0.6192170818505338,human vaginal metagenome
SRR17635798,FV_PB189-T1-4_genome,0.6725978647686833,human vaginal metagenome
SRR17635799,FV_PB189-T1-4_genome,0.6868327402135231,human vaginal metagenome
SRR17635800,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR17635800,FV_PB189-T1-4_genome,0.5871886120996441,human vaginal metagenome
SRR17635804,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR17635807,FV_DSM_15829_genome,0.6290322580645161,human vaginal metagenome
SRR17635807,FV_PB189-T1-4_genome,0.7686832740213523,human vaginal metagenome
SRR17635820,FV_DSM_15829_genome,0.5483870967741935,human vaginal metagenome
SRR2565962,FV_DSM_15829_genome,0.6129032258064516,human gut metagenome
SRR2566039,FV_DSM_15829_genome,0.6182795698924731,human gut metagenome
SRR2583965,FV_DSM_15829_genome,0.5860215053763441,human gut metagenome
SRR2583977,FV_DSM_15829_genome,0.5913978494623656,human gut metagenome
SRR3187097,FV_DSM_15829_genome,0.510752688172043,human skin metagenome
SRR3187098,FV_DSM_15829_genome,0.5967741935483871,human skin metagenome
SRR3187099,FV_DSM_15829_genome,0.5698924731182796,human skin metagenome
SRR3187100,FV_DSM_15829_genome,0.6129032258064516,human skin metagenome
SRR3187194,FV_DSM_15829_genome,0.5483870967741935,human skin metagenome
SRR3187195,FV_DSM_15829_genome,0.510752688172043,human skin metagenome
SRR3187196,FV_DSM_15829_genome,0.5053763440860215,human skin metagenome
SRR3187199,FV_DSM_15829_genome,0.5161290322580645,human skin metagenome
SRR3187423,FV_DSM_15829_genome,0.5161290322580645,human skin metagenome
SRR413676,FV_DSM_15829_genome,0.6182795698924731,human gut metagenome
SRR497944,FV_DSM_15829_genome,0.5591397849462365,human metagenome
SRR5056731,FV_DSM_15829_genome,0.521505376344086,human gut metagenome
SRR513147,FV_DSM_15829_genome,0.7204301075268817,human metagenome
SRR513452,FV_DSM_15829_genome,0.8440860215053764,human metagenome
SRR513452,FV_PB189-T1-4_genome,0.6583629893238434,human metagenome
SRR513807,FV_DSM_15829_genome,0.6451612903225806,human metagenome
SRR514852,FV_DSM_15829_genome,0.6129032258064516,human metagenome
SRR5256705,FV_DSM_15829_genome,0.8010752688172043,money metagenome
SRR5273942,FV_DSM_15829_genome,0.6505376344086021,human metagenome
SRR5273951,FV_DSM_15829_genome,0.7419354838709677,human metagenome
SRR5273952,FV_DSM_15829_genome,0.6559139784946236,human metagenome
SRR5273964,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR5273968,FV_DSM_15829_genome,0.6397849462365591,human metagenome
SRR5273969,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR5273977,FV_DSM_15829_genome,0.6451612903225806,human metagenome
SRR527900,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR527929,FV_DSM_15829_genome,0.6720430107526881,human metagenome
SRR527997,FV_DSM_15829_genome,0.6666666666666666,human metagenome
SRR528057,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR528111,FV_DSM_15829_genome,0.6827956989247311,human metagenome
SRR528184,FV_DSM_15829_genome,0.6827956989247311,human metagenome
SRR528229,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR528260,FV_DSM_15829_genome,0.6827956989247311,human metagenome
SRR528352,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR528394,FV_DSM_15829_genome,0.6827956989247311,human metagenome
SRR528448,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR528486,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR528519,FV_DSM_15829_genome,0.6720430107526881,human metagenome
SRR532118,FV_DSM_15829_genome,0.7043010752688172,human metagenome
SRR532124,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR532133,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR532134,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR532257,FV_DSM_15829_genome,0.7096774193548387,human metagenome
SRR532258,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR532259,FV_DSM_15829_genome,0.7096774193548387,human metagenome
SRR532260,FV_DSM_15829_genome,0.7043010752688172,human metagenome
SRR532263,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR532268,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR532270,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR532396,FV_PB189-T1-4_genome,0.5729537366548043,human metagenome
SRR532413,FV_PB189-T1-4_genome,0.5516014234875445,human metagenome
SRR532419,FV_PB189-T1-4_genome,0.5516014234875445,human metagenome
SRR532424,FV_PB189-T1-4_genome,0.5551601423487544,human metagenome
SRR532578,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR532581,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR532587,FV_DSM_15829_genome,0.7043010752688172,human metagenome
SRR532598,FV_DSM_15829_genome,0.7043010752688172,human metagenome
SRR532600,FV_DSM_15829_genome,0.7096774193548387,human metagenome
SRR532750,FV_PB189-T1-4_genome,0.5516014234875445,human metagenome
SRR532768,FV_PB189-T1-4_genome,0.5693950177935944,human metagenome
SRR532924,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR532928,FV_DSM_15829_genome,0.7096774193548387,human metagenome
SRR532941,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR533243,FV_PB189-T1-4_genome,0.5587188612099644,human metagenome
SRR533262,FV_PB189-T1-4_genome,0.5338078291814946,human metagenome
SRR533266,FV_PB189-T1-4_genome,0.5800711743772242,human metagenome
SRR533272,FV_PB189-T1-4_genome,0.5124555160142349,human metagenome
SRR533273,FV_PB189-T1-4_genome,0.5587188612099644,human metagenome
SRR533309,FV_PB189-T1-4_genome,0.5765124555160143,human metagenome
SRR533386,FV_PB189-T1-4_genome,0.5765124555160143,human metagenome
SRR533395,FV_PB189-T1-4_genome,0.5907473309608541,human metagenome
SRR533396,FV_PB189-T1-4_genome,0.5693950177935944,human metagenome
SRR533403,FV_PB189-T1-4_genome,0.5658362989323843,human metagenome
SRR533908,FV_PB189-T1-4_genome,0.505338078291815,human metagenome
SRR537695,FV_PB189-T1-4_genome,0.5088967971530249,human metagenome
SRR537741,FV_PB189-T1-4_genome,0.5658362989323843,human metagenome
SRR537812,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR537839,FV_DSM_15829_genome,0.6720430107526881,human metagenome
SRR538156,FV_PB189-T1-4_genome,0.5195729537366548,human metagenome
SRR538191,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR538219,FV_PB189-T1-4_genome,0.5409252669039146,human metagenome
SRR538246,FV_PB189-T1-4_genome,0.5800711743772242,human metagenome
SRR539307,FV_PB189-T1-4_genome,0.5266903914590747,human metagenome
SRR539310,FV_PB189-T1-4_genome,0.5266903914590747,human metagenome
SRR539323,FV_PB189-T1-4_genome,0.5516014234875445,human metagenome
SRR539420,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR539760,FV_DSM_15829_genome,0.7096774193548387,human metagenome
SRR539778,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR539783,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR540934,FV_PB189-T1-4_genome,0.5622775800711743,human metagenome
SRR540949,FV_PB189-T1-4_genome,0.5266903914590747,human metagenome
SRR540975,FV_DSM_15829_genome,0.7043010752688172,human metagenome
SRR540980,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR540983,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR540985,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR5420277,FV_DSM_15829_genome,0.6451612903225806,indoor metagenome
SRR5420295,FV_DSM_15829_genome,0.5161290322580645,indoor metagenome
SRR545382,FV_DSM_15829_genome,0.7150537634408602,human metagenome
SRR545389,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR545393,FV_DSM_15829_genome,0.6881720430107527,human metagenome
SRR545403,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR545407,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR549454,FV_PB189-T1-4_genome,0.5800711743772242,human metagenome
SRR549473,FV_PB189-T1-4_genome,0.5088967971530249,human metagenome
SRR549525,FV_PB189-T1-4_genome,0.5231316725978647,human metagenome
SRR549530,FV_PB189-T1-4_genome,0.5444839857651246,human metagenome
SRR549537,FV_PB189-T1-4_genome,0.5658362989323843,human metagenome
SRR549677,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR549687,FV_DSM_15829_genome,0.6827956989247311,human metagenome
SRR549703,FV_DSM_15829_genome,0.6935483870967742,human metagenome
SRR5535736,FV_DSM_15829_genome,0.6075268817204301,urine metagenome
SRR5535737,FV_DSM_15829_genome,0.6290322580645161,urine metagenome
SRR5535739,FV_DSM_15829_genome,0.6290322580645161,urine metagenome
SRR5535761,FV_DSM_15829_genome,0.7849462365591398,urine metagenome
SRR5535767,FV_DSM_15829_genome,0.7473118279569892,urine metagenome
SRR5535770,FV_DSM_15829_genome,0.6344086021505376,urine metagenome
SRR5575601,FV_DSM_15829_genome,0.6451612903225806,human vaginal metagenome
SRR5826738,FV_DSM_15829_genome,0.543010752688172,lung metagenome
SRR628257,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR628264,FV_DSM_15829_genome,0.8333333333333334,human metagenome
SRR6308234,FV_DSM_15829_genome,0.5913978494623656,human vaginal metagenome
SRR6442881,FV_DSM_15829_genome,0.5053763440860215,human metagenome
SRR6442952,FV_DSM_15829_genome,0.5161290322580645,human metagenome
SRR6443002,FV_DSM_15829_genome,0.532258064516129,human metagenome
SRR6747967,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR6747972,FV_DSM_15829_genome,0.6612903225806451,human vaginal metagenome
SRR6748000,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR6748037,FV_DSM_15829_genome,0.5376344086021505,human vaginal metagenome
SRR6748170,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR6748171,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR6748172,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR6748215,FV_DSM_15829_genome,0.6236559139784946,human vaginal metagenome
SRR6748217,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR6757609,FV_DSM_15829_genome,0.5376344086021505,skin metagenome
SRR6847270,FV_DSM_15829_genome,0.6021505376344086,vaginal metagenome
SRR6847295,FV_PB189-T1-4_genome,0.5088967971530249,vaginal metagenome
SRR6847340,FV_DSM_15829_genome,0.6451612903225806,vaginal metagenome
SRR6847368,FV_DSM_15829_genome,0.5268817204301075,vaginal metagenome
SRR6847371,FV_DSM_15829_genome,0.6021505376344086,vaginal metagenome
SRR7624250,FV_DSM_15829_genome,0.6290322580645161,human gut metagenome
SRR8834030,FV_DSM_15829_genome,0.6182795698924731,human lung metagenome
SRR8834032,FV_DSM_15829_genome,0.5483870967741935,human lung metagenome
SRR8834033,FV_DSM_15829_genome,0.6021505376344086,human lung metagenome
SRR8834093,FV_DSM_15829_genome,0.8118279569892473,human lung metagenome
SRR8834097,FV_DSM_15829_genome,0.5053763440860215,human lung metagenome
SRR8834098,FV_DSM_15829_genome,0.5698924731182796,human lung metagenome
SRR8845291,FV_DSM_15829_genome,0.6505376344086021,human gut metagenome
SRR8942349,FV_DSM_15829_genome,0.6720430107526881,human metagenome
SRR8942350,FV_DSM_15829_genome,0.6451612903225806,human metagenome
SRR9165335,FV_DSM_15829_genome,0.543010752688172,Homo sapiens
SRR949606,FV_DSM_15829_genome,0.6075268817204301,human metagenome
